y	x1	x2
0.199693503	-2.06	-0.85221354
0.261182818	-2.05	-0.8632924
0.425742659	-2.04	-0.8984846
0.51027959	-2.03	-0.88809079
0.406144566	-2.02	-0.8947445
0.434986253	-2.01	-0.89628164
0.645605117	-2	-0.89290641
0.233633938	-1.99	-0.89636558
0.46421476	-1.98	-0.90051025
0.415417244	-1.97	-0.91227635
0.788183039	-1.96	-0.95139726
0.521781627	-1.95	-0.90415264
0.793863667	-1.94	-0.95184021
0.797365244	-1.93	-0.97492578
1.047403954	-1.92	-0.96501094
0.753542885	-1.91	-0.94192197
0.888787721	-1.9	-0.9779277
0.6649779	-1.89	-0.91610121
0.68392358	-1.88	-0.92592974
0.638741528	-1.87	-0.92798379
0.880993011	-1.86	-0.94896057
0.847773242	-1.85	-0.98912789
0.858697771	-1.84	-0.97590036
0.871676641	-1.83	-0.95900504
1.044024658	-1.82	-0.98979228
1.046492845	-1.81	-0.98228348
0.936098696	-1.8	-0.96435953
0.874137911	-1.79	-0.94263661
1.079424492	-1.78	-0.97208867
1.044470199	-1.77	-0.96300784
1.341699166	-1.76	-1.01162776
1.282563221	-1.75	-1.00436573
1.184657504	-1.74	-0.98740334
1.728640649	-1.73	-1.05196799
1.333018612	-1.72	-1.01994416
1.489571022	-1.71	-0.99995722
1.270159679	-1.7	-0.97331256
1.211441493	-1.69	-0.9736931
1.53383836	-1.68	-1.0416122
1.190036369	-1.67	-0.99674642
1.213528109	-1.66	-0.96719369
1.180035438	-1.65	-1.00183052
1.252453132	-1.64	-1.0191702
1.582228425	-1.63	-1.04117381
1.266132821	-1.62	-0.97912788
1.632752936	-1.61	-1.00660648
1.822180067	-1.6	-1.03656206
1.221040056	-1.59	-0.96346875
1.236994493	-1.58	-0.9782827
1.018700121	-1.57	-0.94899652
1.613924036	-1.56	-1.01095565
1.569361093	-1.55	-1.02989512
1.403651018	-1.54	-0.99221474
1.632925893	-1.53	-1.0228525
1.628803879	-1.52	-1.01834415
1.595208521	-1.51	-1.02925456
1.375226214	-1.5	-1.00591653
1.424437653	-1.49	-0.98856591
1.418481489	-1.48	-0.98824955
1.337245594	-1.47	-0.99315036
1.124097044	-1.46	-0.95082836
1.806902913	-1.45	-1.03235248
1.395263251	-1.44	-0.96004406
1.55477094	-1.43	-1.000967
1.105799398	-1.42	-0.91735097
1.619661824	-1.41	-1.00362551
1.56014732	-1.4	-0.98966212
0.943174006	-1.39	-0.9315525
1.736942111	-1.38	-1.0078164
1.403102313	-1.37	-0.94902324
1.576379173	-1.36	-0.95690022
1.379832019	-1.35	-0.9803404
1.771426595	-1.34	-1.00965057
1.454480056	-1.33	-0.96561605
1.639841751	-1.32	-0.98977415
1.294464491	-1.31	-0.91529734
1.642095258	-1.3	-0.99926266
1.543951677	-1.29	-0.97038774
1.259791394	-1.28	-0.92079308
1.244254908	-1.27	-0.91762772
1.07449323	-1.26	-0.90086262
1.297954138	-1.25	-0.93073986
1.641014737	-1.24	-0.97631308
1.446115919	-1.23	-0.92360458
1.589480819	-1.22	-0.9962312
1.016314701	-1.21	-0.88805143
1.546240551	-1.2	-0.95484476
1.731915331	-1.19	-0.96004153
1.520297589	-1.18	-0.93488495
1.584730442	-1.17	-0.93734455
1.480540795	-1.16	-0.93081546
1.14984586	-1.15	-0.88395597
1.388865398	-1.14	-0.88807028
0.720556669	-1.13	-0.80714586
1.041704861	-1.12	-0.86654163
1.463999926	-1.11	-0.89990323
1.278158631	-1.1	-0.88255928
1.182373379	-1.09	-0.86552001
1.360331649	-1.08	-0.89916868
1.167356957	-1.07	-0.86283023
1.145456983	-1.06	-0.82555091
1.154240089	-1.05	-0.87157469
0.94830063	-1.04	-0.83616268
1.224152178	-1.03	-0.87624431
1.012592228	-1.02	-0.8352271
1.238988048	-1.01	-0.86588925
1.098220567	-1	-0.84620892
1.340661634	-0.99	-0.90019749
1.056465558	-0.98	-0.83840816
0.924671553	-0.97	-0.79661823
0.779715187	-0.96	-0.76953219
0.759872639	-0.95	-0.76162433
1.034083925	-0.94	-0.80657356
1.038503202	-0.93	-0.84626522
1.311272877	-0.92	-0.81889555
0.957913685	-0.91	-0.79127051
0.795646276	-0.9	-0.75437704
0.988680019	-0.89	-0.78236416
0.894417726	-0.88	-0.76254903
0.943882109	-0.87	-0.77735849
1.176450501	-0.86	-0.78881016
0.522687815	-0.85	-0.69811163
0.677678608	-0.84	-0.69499074
1.190618054	-0.83	-0.80882895
0.878219195	-0.82	-0.72965121
0.667563021	-0.81	-0.72378632
0.797425982	-0.8	-0.7301454
0.470625735	-0.79	-0.6887825
0.711730641	-0.78	-0.69630738
0.549225625	-0.77	-0.63191082
0.794555862	-0.76	-0.69890681
0.50094883	-0.75	-0.65651933
0.483010843	-0.74	-0.64912871
0.517216495	-0.73	-0.62978484
0.645370538	-0.72	-0.68410007
0.504367663	-0.71	-0.64073291
0.446816975	-0.7	-0.60717638
0.480479619	-0.69	-0.58991853
0.460768015	-0.68	-0.61062317
0.408091639	-0.67	-0.59672976
0.618856318	-0.66	-0.63746902
0.456750702	-0.65	-0.56238447
0.314170594	-0.64	-0.57404006
0.36458726	-0.63	-0.60268548
0.295309291	-0.62	-0.56659797
0.372431529	-0.61	-0.53439997
0.188069649	-0.6	-0.55235513
0.33523525	-0.59	-0.55854426
0.463187771	-0.58	-0.57897701
0.423183273	-0.57	-0.57380473
0.317169134	-0.56	-0.51505558
0.165391025	-0.55	-0.50831918
0.326879882	-0.54	-0.5333401
0.473620499	-0.53	-0.57038137
0.010290883	-0.52	-0.49077659
0.327233622	-0.51	-0.47212587
0.09436344	-0.5	-0.45529278
0.330245322	-0.49	-0.54320984
-0.022631952	-0.48	-0.43712551
0.038764211	-0.47	-0.44668127
0.095007354	-0.46	-0.42781884
0.009904907	-0.45	-0.43022857
0.212951578	-0.44	-0.45894486
0.17385395	-0.43	-0.42479334
0.314610236	-0.42	-0.41589697
0.147751656	-0.41	-0.41338699
0.030303137	-0.4	-0.37167585
0.133148573	-0.39	-0.39655138
0.027296955	-0.38	-0.41215178
-0.089032235	-0.37	-0.38337081
-0.063288935	-0.36	-0.31674697
0.103129938	-0.35	-0.34328883
0.027065029	-0.34	-0.35841493
-0.156491636	-0.33	-0.32152085
0.012000058	-0.32	-0.29652394
-0.086013024	-0.31	-0.30650657
-0.077408626	-0.3	-0.32323087
-0.127782214	-0.29	-0.26569113
-0.056572069	-0.28	-0.2519832
-0.18234596	-0.27	-0.23705182
0.062012991	-0.26	-0.26600165
-0.430144274	-0.25	-0.24356299
-0.094011899	-0.24	-0.22039384
-0.040503782	-0.23	-0.2546798
-0.177206685	-0.22	-0.17030613
-0.111098296	-0.21	-0.24852886
-0.073456625	-0.2	-0.2007507
0.006297315	-0.19	-0.20620128
-0.196581946	-0.18	-0.23499558
-0.161233171	-0.17	-0.14836625
-0.141422495	-0.16	-0.13061056
-0.150698117	-0.15	-0.21214214
-0.029689341	-0.14	-0.13875699
-0.196570236	-0.13	-0.15288924
0.031454555	-0.12	-0.08599631
-0.122878044	-0.11	-0.11274954
0.033941981	-0.1	-0.15978467
0.024710167	-0.09	-0.01963775
-0.184428472	-0.08	-0.09040531
-0.00967081	-0.07	-0.1043798
-0.046008189	-0.06	-0.03585819
-0.261867256	-0.05	-0.03707679
-0.148439637	-0.04	-0.05439442
-0.155681485	-0.03	-0.04748286
-0.13728786	-0.02	-0.04260296
0.152188039	-0.01	-0.05590694
0.017639181	0	-0.02509759
-0.014205407	0.01	0.07372302
-0.038577328	0.02	0.04648499
-0.063916881	0.03	-0.04732316
0.105253779	0.04	0.02079976
-0.190607371	0.05	0.04368188
-0.053444249	0.06	0.10455658
-0.06519524	0.07	0.06746677
-0.034756765	0.08	0.1289508
0.161007916	0.09	0.07725667
0.128947879	0.1	0.09877396
0.064468683	0.11	0.1672355
0.034701336	0.12	0.10956706
0.215643169	0.13	0.1130352
0.269061134	0.14	0.13963192
0.14973843	0.15	0.12216355
0.116587813	0.16	0.16025271
0.230290189	0.17	0.18552295
0.098949812	0.18	0.19736395
0.224382948	0.19	0.21912616
0.299444135	0.2	0.18798126
0.366724556	0.21	0.21042148
0.366826038	0.22	0.20289973
0.218506423	0.23	0.16574333
0.58162334	0.24	0.26974127
0.349433388	0.25	0.23398277
0.515499417	0.26	0.27738699
0.461535369	0.27	0.25174208
0.294350871	0.28	0.27622524
0.625754972	0.29	0.28803963
0.535987201	0.3	0.29606232
0.793016375	0.31	0.30470854
0.54166511	0.32	0.25481132
0.9728411	0.33	0.3608229
0.672732133	0.34	0.29585515
0.81473274	0.35	0.34718312
0.731874819	0.36	0.39237428
0.759555343	0.37	0.34828673
0.72255988	0.38	0.33656618
0.794755761	0.39	0.39844385
0.759463006	0.4	0.39116197
0.87709265	0.41	0.39133218
0.974909451	0.42	0.38980261
0.706172931	0.43	0.37524832
0.931896427	0.44	0.43245775
0.934594859	0.45	0.42407636
1.047771798	0.46	0.48359888
1.129920668	0.47	0.48063888
0.900861392	0.48	0.45925329
1.186841122	0.49	0.52060971
1.31559998	0.5	0.48812459
1.185115928	0.51	0.51484692
1.228305352	0.52	0.46075311
1.26929623	0.53	0.52594672
1.143504355	0.54	0.51056994
1.268862883	0.55	0.49526904
1.618513604	0.56	0.51733883
1.503569632	0.57	0.55420906
1.367847143	0.58	0.54789477
1.388489381	0.59	0.51381496
1.651917659	0.6	0.57723905
1.462551917	0.61	0.56465315
1.592228727	0.62	0.57034907
1.474594297	0.63	0.56165954
1.822324426	0.64	0.58921532
1.744830534	0.65	0.60397239
1.757046679	0.66	0.54802553
1.774842168	0.67	0.57809049
1.760308782	0.68	0.58580703
1.866635094	0.69	0.61507665
1.876547573	0.7	0.62554256
1.850788804	0.71	0.66686096
1.9923623	0.72	0.66087229
1.779459208	0.73	0.59874264
1.850024956	0.74	0.62494476
2.106297409	0.75	0.65944559
1.912612446	0.76	0.64452008
2.073868599	0.77	0.69779034
2.385426067	0.78	0.72430465
2.342387495	0.79	0.73735826
2.275357159	0.8	0.71504214
2.152663712	0.81	0.67127846
2.327148605	0.82	0.74403594
2.702514561	0.83	0.78874815
2.317363567	0.84	0.731836
2.850429488	0.85	0.79586813
2.324327987	0.86	0.73219392
2.534705852	0.87	0.73668199
2.910874061	0.88	0.79978029
2.606489411	0.89	0.74780613
2.666141238	0.9	0.81012037
3.039460249	0.91	0.82061136
2.606661302	0.92	0.7824931
2.740766289	0.93	0.76505012
2.742497961	0.94	0.78835428
3.054364495	0.95	0.83438524
3.303889895	0.96	0.87413419
3.159846307	0.97	0.82747405
2.985067046	0.98	0.83086281
3.005402447	0.99	0.81432473
3.091696411	1	0.83140402
3.137003365	1.01	0.8323377
3.137476344	1.02	0.82470229
3.12091886	1.03	0.86218588
3.038734103	1.04	0.8626686
3.38303219	1.05	0.89014939
3.386408739	1.06	0.86980717
2.87219828	1.07	0.79843973
3.611163244	1.08	0.90594388
3.150250666	1.09	0.85574376
3.39582135	1.1	0.88182386
3.33445242	1.11	0.88294949
3.494660531	1.12	0.89602181
3.787113341	1.13	0.91493131
3.614126289	1.14	0.91578239
3.665064127	1.15	0.90079828
3.627514155	1.16	0.90499244
3.889860103	1.17	0.92892126
3.309606982	1.18	0.86944129
3.972854342	1.19	0.96530894
3.892681698	1.2	0.95811368
3.893209535	1.21	0.97068053
3.75585883	1.22	0.91063712
3.786205797	1.23	0.94294277
4.019116809	1.24	0.94978877
3.814131657	1.25	0.92579154
3.62639304	1.26	0.90410689
3.848296626	1.27	0.95068984
3.943849194	1.28	0.94504594
4.194477732	1.29	0.96802841
3.852514852	1.3	0.92788031
4.193274488	1.31	0.94471305
3.845441775	1.32	0.9154598
4.150602922	1.33	0.96851263
4.196375746	1.34	0.95528913
3.856845797	1.35	0.93547004
4.225719787	1.36	0.98388813
4.111778692	1.37	0.94549331
4.423418373	1.38	1.02315227
4.314617373	1.39	0.97758403
4.785461089	1.4	1.0216801
4.552134216	1.41	1.02259905
4.357438223	1.42	0.9656827
4.358121125	1.43	0.99319163
4.135214373	1.44	0.95958325
4.54216412	1.45	1.00215737
4.516634283	1.46	1.02342602
4.54648919	1.47	0.98596197
4.478761039	1.48	1.00523279
4.265391044	1.49	0.98015188
4.026665369	1.5	0.9296901
4.336853455	1.51	0.9643012
4.565063398	1.52	1.00112221
4.519044601	1.53	0.96813593
4.594286984	1.54	0.99259922
4.259279246	1.55	0.95487513
4.461912421	1.56	0.9915491
4.591024033	1.57	1.0116999
4.594913943	1.58	1.01743092
4.654110873	1.59	1.05392776
4.689876967	1.6	1.02570472
4.497496902	1.61	0.99370334
4.61579113	1.62	0.99250537
4.54255423	1.63	0.99036074
4.624897575	1.64	0.97630954
4.586471035	1.65	0.99389691
4.447796613	1.66	0.96575167
4.77462085	1.67	0.99924871
4.748463846	1.68	1.01441774
4.880352915	1.69	1.02571425
4.572817767	1.7	0.96902363
4.613570527	1.71	0.98446214
4.556693005	1.72	0.98880112
4.866450742	1.73	1.02444485
4.637799718	1.74	0.97661508
4.439044385	1.75	0.97390895
4.664073195	1.76	1.00888273
4.940267257	1.77	1.03362779
4.481777544	1.78	0.95579339
4.493664807	1.79	0.94542538
4.612351453	1.8	0.98312
4.490288954	1.81	0.91873144
4.703834457	1.82	0.98522783
4.722102562	1.83	0.98702881
4.497680733	1.84	0.93115977
4.708756897	1.85	0.96759992
4.690226698	1.86	0.99023157
4.75416663	1.87	0.96683431
4.68406458	1.88	0.96494586
4.534373	1.89	0.91349859
4.387820168	1.9	0.91400629
4.623623029	1.91	0.93787655
4.360483261	1.92	0.88815844
4.558597213	1.93	0.92450058
4.394364815	1.94	0.92818695
4.449241762	1.95	0.90998551
4.505259081	1.96	0.90990031
5.216439998	1.97	1.01264554
4.24575166	1.98	0.88329002
4.695076802	1.99	0.95687014
4.56725578	2	0.92027677
4.483061829	2.01	0.91269514
4.494539283	2.02	0.90557115
4.783739624	2.03	0.93904083
4.364426779	2.04	0.89472983
4.248122282	2.05	0.87235569
4.229172219	2.06	0.8392954
4.573196238	2.07	0.88156394
4.101997458	2.08	0.82883981
4.241005207	2.09	0.83299473
4.150713868	2.1	0.83622174
4.325569786	2.11	0.85515434
4.139311775	2.12	0.8274267
4.151606472	2.13	0.83705374
4.391343079	2.14	0.84012199
4.456062061	2.15	0.85660688
4.084267225	2.16	0.79124379
4.375014217	2.17	0.86134366
4.069750818	2.18	0.78820363
4.117514263	2.19	0.83615547
4.2158127	2.2	0.82188092
4.014862108	2.21	0.80113209
3.950716873	2.22	0.7425142
4.110858586	2.23	0.78779068
4.127511455	2.24	0.79501582
4.02520328	2.25	0.75573725
4.144662837	2.26	0.79751728
4.012812772	2.27	0.73610615
3.968702613	2.28	0.78194063
4.11894298	2.29	0.76718051
3.997168516	2.3	0.73561873
3.864335087	2.31	0.73588057
4.001533042	2.32	0.74540587
4.149889284	2.33	0.72625977
3.784376145	2.34	0.68677357
3.871423119	2.35	0.7308137
3.976025849	2.36	0.72548148
3.867237797	2.37	0.74713187
3.926535798	2.38	0.71066815
3.687688871	2.39	0.65890812
3.476471251	2.4	0.61735201
3.892363959	2.41	0.7003452
3.578583261	2.42	0.62327335
3.515059688	2.43	0.63189268
3.9015591	2.44	0.67112109
3.740385704	2.45	0.64732399
3.572898522	2.46	0.65229509
3.419242623	2.47	0.58153515
3.618813431	2.48	0.62923048
3.494827194	2.49	0.57155579
3.539277082	2.5	0.60274041
3.519747516	2.51	0.59444202
3.516198911	2.52	0.56254936
3.436487647	2.53	0.53986637
3.523243633	2.54	0.53411599
3.531950899	2.55	0.56532712
3.305865832	2.56	0.5304225
3.11761487	2.57	0.48379387
3.582249876	2.58	0.56203489
3.467298927	2.59	0.52715221
3.280018936	2.6	0.49949334
3.303571865	2.61	0.52855256
3.508177468	2.62	0.50253019
3.245204187	2.63	0.48698868
3.370600735	2.64	0.50104382
3.34141027	2.65	0.48496714
3.395281331	2.66	0.49092811
3.354797975	2.67	0.50075152
3.205200713	2.68	0.45879711
3.097004776	2.69	0.43499503
3.268599096	2.7	0.40881498
3.160176968	2.71	0.43744437
3.077941437	2.72	0.38139236
3.034584008	2.73	0.3782552
3.218161356	2.74	0.3808422
3.297775883	2.75	0.36405679
3.132990302	2.76	0.37634676
3.036403144	2.77	0.35040753
3.141176601	2.78	0.36001632
3.029121649	2.79	0.31723733
3.032871469	2.8	0.3094235
2.81731633	2.81	0.29757953
3.093989488	2.82	0.29641951
3.275209282	2.83	0.27259632
3.068898075	2.84	0.29060293
2.977835153	2.85	0.27790088
2.902094972	2.86	0.26142586
2.986348852	2.87	0.25204134
3.152439032	2.88	0.30323321
3.263951739	2.89	0.26369966
2.966501998	2.9	0.21319408
3.02866437	2.91	0.28698159
3.019220453	2.92	0.192582
3.011489191	2.93	0.20725705
3.055830198	2.94	0.24630253
3.091861847	2.95	0.1688375
3.287130001	2.96	0.22593861
3.260266808	2.97	0.1691333
3.023244254	2.98	0.15854468
2.945681252	2.99	0.14237286
2.854818145	3	0.16849172
